Timestamp,Server Configuration,Response Time (ms),Customer Satisfaction (CSAT),Operational Costs ($),Service Uptime (%)
2024-06-14 23:20:01,EC2 app pet (t2.small),99.35964974787557,90.06403502521245,337.7782618252977,99.80064035025212
2024-06-14 23:21:01,EC2 WebServers apache (t2.micro),125.0718428454921,87.49281571545079,314.2044672099972,99.77492815715452
2024-06-14 23:22:01,EC2 apache Servers (t2.medium),175.0932366307126,82.49067633692874,381.77840959079066,99.72490676336929
2024-06-14 23:23:01,EC2 WebServers apache (t2.micro),157.53497242163587,84.24650275783641,347.971522716968,99.74246502757838
2024-06-14 23:24:01,EC2 app web (t2.small),175.0315218676365,82.49684781323634,405.66817697065324,99.72496847813237
2024-06-14 23:25:01,EC2 app web (t2.small),131.84716404382553,86.81528359561744,329.3825819696443,99.76815283595619
2024-06-14 23:26:01,EC2 apache Servers (t2.medium),69.69248534560808,93.0307514654392,250.29512494314966,99.8303075146544
2024-06-14 23:27:01,EC2 WebServers apache (t2.micro),136.13439123101944,86.38656087689806,350.55382464108493,99.76386560876898
2024-06-14 23:28:01,EC2 apache Servers (t2.medium),127.11197673086926,87.28880232691307,311.90280762998685,99.77288802326913
2024-06-14 23:29:01,EC2 WebServers apache (t2.micro),147.79846787842806,85.2201532121572,371.2018662309662,99.75220153212157
2024-06-14 23:30:01,EC2 app pet (t2.small),80.84387221713473,91.91561277828653,258.8253869358457,99.81915612778288
2024-06-14 23:31:01,EC2 app web (t2.small),148.34686060269297,85.16531393973071,380.87657000541947,99.75165313939732
2024-06-14 23:32:01,EC2 apache Servers (t2.medium),96.76110607759817,90.32388939224018,323.1455218611709,99.80323889392241
2024-06-14 23:33:01,EC2 app pet (t2.small),99.25489386844465,90.07451061315554,312.46805805336044,99.80074510613156
2024-06-14 23:34:01,EC2 app pet (t2.small),175.13971506135175,82.48602849386482,382.9138562270049,99.72486028493866
2024-06-14 23:35:01,EC2 apache Servers (t2.medium),88.36803161689642,91.16319683831036,281.83969582006125,99.81163196838311
2024-06-14 23:36:01,EC2 apache Servers (t2.medium),92.82075877835646,90.71792412216435,312.3685552475637,99.80717924122165
2024-06-14 23:37:01,EC2 app pet (t2.small),125.23058021458463,87.47694197854153,290.9498411592178,99.77476941978541
2024-06-14 23:38:01,EC2 WebServers apache (t2.micro),189.51015819734218,81.04898418026579,423.00542961898316,99.71048984180267
2024-06-14 23:39:01,EC2 app pet (t2.small),132.35607414044202,86.7643925859558,373.5636240868074,99.76764392585956
2024-06-14 23:40:01,EC2 apache Servers (t2.medium),119.12880656644468,88.08711934335554,352.0100871346317,99.78087119343355
2024-06-14 23:41:01,EC2 app pet (t2.small),103.13712688842462,89.68628731115754,314.5045088307468,99.79686287311158
2024-06-14 23:42:01,EC2 WebServers apache (t2.micro),172.1147925762083,82.78852074237918,388.12654961247307,99.7278852074238
2024-06-14 23:43:01,EC2 app web (t2.small),146.60728547489657,85.33927145251035,373.1088893102526,99.7533927145251
2024-06-14 23:44:01,EC2 app web (t2.small),159.1089767128777,84.08910232871223,377.56545965906275,99.74089102328713
2024-06-14 23:45:01,EC2 app pet (t2.small),99.40761684111324,90.05923831588868,332.46202457759205,99.80059238315889
2024-06-14 23:46:01,EC2 WebServers apache (t2.micro),160.57822024039163,83.94217797596085,359.6289625190207,99.73942177975961
2024-06-14 23:47:01,EC2 app web (t2.small),109.94503612874666,89.00549638712533,306.9274954501694,99.79005496387126
2024-06-14 23:48:01,EC2 app pet (t2.small),76.19565916299624,92.38043408370038,281.0128930029357,99.82380434083701
2024-06-14 23:49:01,EC2 app pet (t2.small),161.4019969727406,83.85980030272594,408.10973916530685,99.73859800302726
2024-06-14 23:50:01,EC2 WebServers apache (t2.micro),147.44097713345238,85.25590228665476,344.0566197376542,99.75255902286655
2024-06-14 23:51:01,EC2 apache Servers (t2.medium),157.05493491605796,84.2945065083942,363.50285736083606,99.74294506508394
2024-06-14 23:52:01,EC2 app pet (t2.small),97.32785794676313,90.26721420532368,291.29674836528756,99.80267214205324
2024-06-14 23:53:01,EC2 apache Servers (t2.medium),163.61254030863472,83.63874596913652,404.7300596963371,99.73638745969137
2024-06-14 23:54:01,EC2 apache Servers (t2.medium),141.3710843497593,85.86289156502407,333.3982725310389,99.75862891565025
2024-06-14 23:55:01,EC2 app web (t2.small),173.97716421545078,82.60228357845492,374.872021822325,99.72602283578456
2024-06-14 23:56:01,EC2 apache Servers (t2.medium),124.45625486976971,87.55437451302303,347.24510203778595,99.77554374513024
2024-06-14 23:57:01,EC2 WebServers apache (t2.micro),128.83843496939303,87.1161565030607,334.2505536129553,99.77116156503061
2024-06-14 23:58:01,EC2 app web (t2.small),138.18977063877784,86.18102293612222,347.04526815021745,99.76181022936123
2024-06-14 23:59:01,EC2 app web (t2.small),131.54970804224234,86.84502919577577,357.876111413714,99.76845029195776
2024-06-15 00:00:01,EC2 app web (t2.small),70.35266252037113,92.96473374796288,275.81329738996664,99.82964733747963
2024-06-15 00:01:01,EC2 app pet (t2.small),163.3575371647803,83.66424628352198,372.77546058192365,99.73664246283522
2024-06-15 00:02:01,EC2 app pet (t2.small),112.98968696712106,88.70103130328789,335.2960585623828,99.78701031303288
2024-06-15 00:03:01,EC2 apache Servers (t2.medium),48.61263536422412,95.13873646357759,221.77956245236402,99.85138736463578
2024-06-15 00:04:01,EC2 app web (t2.small),132.51291177653644,86.74870882234636,334.864481538586,99.76748708822348
2024-06-15 00:05:01,EC2 app web (t2.small),120.72948647996847,87.92705135200315,336.17109970836674,99.77927051352003
2024-06-15 00:06:01,EC2 WebServers apache (t2.micro),92.70840933155297,90.7291590668447,278.4703464830856,99.80729159066846
2024-06-15 00:07:01,EC2 apache Servers (t2.medium),125.79930675713761,87.42006932428623,348.922762286522,99.77420069324288
2024-06-15 00:08:01,EC2 WebServers apache (t2.micro),160.3020826699045,83.96979173300954,382.1382452087742,99.7396979173301
2024-06-15 00:09:01,EC2 apache Servers (t2.medium),93.415755092897,90.6584244907103,320.3633659191055,99.80658424490711
2024-06-15 00:10:01,EC2 apache Servers (t2.medium),116.51161034129926,88.34883896587007,341.0085304999559,99.7834883896587
2024-06-15 00:11:01,EC2 app pet (t2.small),82.78965802765147,91.72103419723486,288.7606744927067,99.81721034197236
2024-06-15 00:12:01,EC2 app pet (t2.small),114.96457349759159,88.50354265024085,323.78662253481565,99.78503542650242
2024-06-15 00:13:01,EC2 WebServers apache (t2.micro),94.88614254796025,90.51138574520398,265.3845385669179,99.80511385745204
2024-06-15 00:14:01,EC2 apache Servers (t2.medium),182.2817400114828,81.77182599885171,430.7159035016015,99.71771825998853
2024-06-15 00:15:01,EC2 app web (t2.small),172.10630714205985,82.78936928579401,407.1859098563365,99.72789369285795
2024-06-15 00:16:01,EC2 app pet (t2.small),121.43469383166436,87.85653061683357,315.21501984117486,99.77856530616835
2024-06-15 00:17:01,EC2 app web (t2.small),108.62556680238198,89.1374433197618,366.1572111033336,99.79137443319762
2024-06-15 00:18:01,EC2 WebServers apache (t2.micro),117.00941454224855,88.29905854577514,321.6437272427181,99.78299058545775
2024-06-15 00:19:01,EC2 app pet (t2.small),107.91856096562398,89.2081439034376,331.49235902611383,99.79208143903438
2024-06-15 00:20:01,EC2 app pet (t2.small),134.53583519376514,86.54641648062349,328.6940024774579,99.76546416480625
2024-06-15 00:21:01,EC2 apache Servers (t2.medium),103.87477011482136,89.61252298851787,282.70676879406585,99.79612522988518
2024-06-15 00:22:01,EC2 WebServers apache (t2.micro),134.65529406042376,86.53447059395762,307.82095444289445,99.76534470593958
2024-06-15 00:23:01,EC2 apache Servers (t2.medium),110.40494584462891,88.95950541553711,333.03202877477196,99.78959505415537
2024-06-15 00:24:01,EC2 app pet (t2.small),180.52920941389783,81.94707905861021,346.7992893334415,99.7194707905861
2024-06-15 00:25:01,EC2 WebServers apache (t2.micro),154.80022101615606,84.5199778983844,398.49371103500357,99.74519977898385
2024-06-15 00:26:01,EC2 app pet (t2.small),137.8335623574335,86.21664376425664,361.08047834362463,99.76216643764258
2024-06-15 00:27:01,EC2 WebServers apache (t2.micro),115.43102247956286,88.45689775204372,302.5683461985442,99.78456897752044
2024-06-15 00:28:01,EC2 app pet (t2.small),141.97471697745388,85.80252830225461,362.1508459329342,99.75802528302255
2024-06-15 00:29:01,EC2 app web (t2.small),106.79479713513837,89.32052028648616,306.79479713513837,99.79320520286487
2024-06-15 00:30:01,EC2 app web (t2.small),102.3758863235056,89.76241136764943,298.9448457320718,99.7976241136765
2024-06-15 00:31:01,EC2 apache Servers (t2.medium),157.85188468075853,84.21481153192414,384.868449153403,99.74214811531925
2024-06-15 00:32:01,EC2 app web (t2.small),135.58459704877714,86.44154029512228,349.6508269791931,99.76441540295123
2024-06-15 00:33:01,EC2 app pet (t2.small),105.31252281186508,89.46874771881349,328.546525384926,99.79468747718813
2024-06-15 00:34:01,EC2 app pet (t2.small),103.04091486149127,89.69590851385087,322.0335866929809,99.79695908513851
2024-06-15 00:35:01,EC2 app web (t2.small),123.12123669703591,87.6878763302964,348.8437397985807,99.77687876330297
2024-06-15 00:36:01,EC2 apache Servers (t2.medium),94.64387345617118,90.53561265438289,292.8805872115543,99.80535612654383
2024-06-15 00:37:01,EC2 app web (t2.small),102.48468636627054,89.75153136337295,321.5384878363179,99.79751531363374
2024-06-15 00:38:01,EC2 WebServers apache (t2.micro),131.63694851880337,86.83630514811966,353.06468929427774,99.7683630514812
2024-06-15 00:39:01,EC2 WebServers apache (t2.micro),75.19771287544505,92.4802287124555,261.2784252405862,99.82480228712456
2024-06-15 00:40:01,EC2 WebServers apache (t2.micro),90.66013170670499,90.9339868293295,310.9856460783892,99.8093398682933
2024-06-15 00:41:01,EC2 app web (t2.small),146.0907189878383,85.39092810121618,357.47121732966764,99.75390928101217
2024-06-15 00:42:01,EC2 app web (t2.small),128.37051793319247,87.16294820668075,361.6583058730637,99.77162948206681
2024-06-15 00:43:01,EC2 app web (t2.small),151.07406526233888,84.89259347376611,384.59658772198156,99.74892593473767
2024-06-15 00:44:01,EC2 WebServers apache (t2.micro),146.82954086837861,85.31704591316213,373.3787338893623,99.75317045913162
2024-06-15 00:45:01,EC2 apache Servers (t2.medium),188.68882356265277,81.13111764373473,397.31730553320097,99.71131117643735
2024-06-15 00:46:01,EC2 app pet (t2.small),69.35382600367348,93.06461739963265,263.1480747474115,99.83064617399633
2024-06-15 00:47:01,EC2 app web (t2.small),153.8172831019409,84.61827168980591,370.4298606317675,99.74618271689806
2024-06-15 00:48:01,EC2 apache Servers (t2.medium),155.31845507109637,84.46815449289036,385.22135342437514,99.74468154492891
2024-06-15 00:49:01,EC2 app pet (t2.small),104.51819922763728,89.54818007723627,300.2242448887311,99.79548180077236
2024-06-15 00:50:01,EC2 app pet (t2.small),116.19885555289086,88.38011444471091,323.0488908515863,99.78380114444711
2024-06-15 00:51:01,EC2 app pet (t2.small),103.60494467977031,89.63950553202297,303.58584043651354,99.79639505532023
2024-06-15 00:52:01,EC2 apache Servers (t2.medium),114.16281246746172,88.58371875325383,342.9304815056743,99.78583718753255
2024-06-15 00:53:01,EC2 apache Servers (t2.medium),128.14775672999843,87.18522432700016,370.72633651665905,99.77185224327
2024-06-15 00:54:01,EC2 WebServers apache (t2.micro),173.5124277133704,82.64875722866296,369.95960054231443,99.72648757228663
2024-06-15 00:55:01,EC2 apache Servers (t2.medium),54.36755959490539,94.56324404050946,240.85167043208378,99.8456324404051
2024-06-15 00:56:01,EC2 apache Servers (t2.medium),152.84520478129605,84.71547952187039,379.6085896771333,99.7471547952187
2024-06-15 00:57:01,EC2 apache Servers (t2.medium),160.22910106513552,83.97708989348645,422.9849839144688,99.73977089893486
2024-06-15 00:58:01,EC2 app pet (t2.small),105.53112433914221,89.44688756608578,320.03423338436573,99.79446887566087
2024-06-15 00:59:01,EC2 app web (t2.small),136.3693182294825,86.36306817705174,358.72485759912337,99.76363068177052
2024-06-15 01:00:01,EC2 WebServers apache (t2.micro),144.77688917148765,85.52231108285123,345.97849324557706,99.75522311082852
2024-06-15 01:01:01,EC2 app web (t2.small),182.10872657462704,81.7891273425373,441.4291689276176,99.71789127342538
2024-06-15 01:02:01,EC2 app web (t2.small),128.01763218932564,87.19823678106744,332.8095489160633,99.77198236781068
2024-06-15 01:03:01,EC2 apache Servers (t2.medium),106.18352606997144,89.38164739300285,326.8584796378323,99.79381647393004
2024-06-15 01:04:01,EC2 WebServers apache (t2.micro),105.75915795681769,89.42408420431823,311.5316297334529,99.7942408420432
2024-06-15 01:05:01,EC2 app web (t2.small),88.20182844646082,91.17981715535392,253.56940153519685,99.81179817155355
2024-06-15 01:06:01,EC2 app web (t2.small),207.46070768845553,79.25392923115444,427.409131904886,99.69253929231155
2024-06-15 01:07:01,EC2 WebServers apache (t2.micro),78.19659169796908,92.1803408302031,279.00591060259785,99.82180340830203
2024-06-15 01:08:01,EC2 apache Servers (t2.medium),140.52218735146488,85.94778126485352,324.311193278751,99.75947781264854
2024-06-15 01:09:01,EC2 app web (t2.small),171.3776979974637,82.86223020025363,376.3900277922903,99.72862230200255
2024-06-15 01:10:01,EC2 app pet (t2.small),147.1244988252633,85.28755011747367,367.6099686479041,99.75287550117474
2024-06-15 01:11:01,EC2 app web (t2.small),115.92878019460954,88.40712198053905,335.87705658000124,99.7840712198054
2024-06-15 01:12:01,EC2 app pet (t2.small),147.13882657636884,85.28611734236311,349.5267939259977,99.75286117342364
2024-06-15 01:13:01,EC2 apache Servers (t2.medium),148.0156120577199,85.19843879422801,342.0342433522835,99.75198438794229
2024-06-15 01:14:01,EC2 app web (t2.small),126.9343875590381,87.30656124409619,326.8278314340921,99.77306561244097
2024-06-15 01:15:01,EC2 WebServers apache (t2.micro),99.89420411001534,90.01057958899847,315.78662514147095,99.80010579588999
2024-06-15 01:16:01,EC2 WebServers apache (t2.micro),226.65894677482774,77.33410532251722,481.52391561876806,99.67334105322517
2024-06-15 01:17:01,EC2 app web (t2.small),113.79013032971272,88.62098696702873,346.2943579555733,99.78620986967029
2024-06-15 01:18:01,EC2 apache Servers (t2.medium),82.08099310619664,91.79190068938034,314.1619862123933,99.8179190068938
2024-06-15 01:19:01,EC2 apache Servers (t2.medium),133.0607382569892,86.69392617430108,317.34555846502593,99.76693926174302
2024-06-15 01:20:01,EC2 WebServers apache (t2.micro),152.65173779671406,84.7348262203286,351.4996645466808,99.74734826220329
2024-06-15 01:21:01,EC2 app web (t2.small),75.31649110520637,92.46835088947937,267.58402306635014,99.8246835088948
2024-06-15 01:22:01,EC2 apache Servers (t2.medium),106.69502240092604,89.3304977599074,346.1820671939467,99.79330497759908
2024-06-15 01:23:01,EC2 WebServers apache (t2.micro),180.0787047023972,81.99212952976028,394.18732501840674,99.71992129529761
2024-06-15 01:24:01,EC2 app pet (t2.small),127.69676520342743,87.23032347965726,319.26795913978805,99.77230323479658
2024-06-15 01:25:01,EC2 app web (t2.small),149.81313256214358,85.01868674378564,351.8488138717401,99.75018686743786
2024-06-15 01:26:01,EC2 app pet (t2.small),120.33969298183003,87.966030701817,331.0523484483976,99.77966030701818
2024-06-15 01:27:01,EC2 app pet (t2.small),95.94613928134446,90.40538607186555,279.6567526740107,99.80405386071867
2024-06-15 01:28:01,EC2 apache Servers (t2.medium),128.6834264905037,87.13165735094962,360.7509893589604,99.77131657350951
2024-06-15 01:29:01,EC2 apache Servers (t2.medium),109.69624098753657,89.03037590124634,301.0709671588062,99.79030375901247
2024-06-15 01:30:01,EC2 apache Servers (t2.medium),130.41145796732536,86.95885420326746,308.2218685373533,99.76958854203268
2024-06-15 01:31:01,EC2 app web (t2.small),158.73685993952472,84.12631400604752,381.72063513930783,99.74126314006048
2024-06-15 01:32:01,EC2 app pet (t2.small),138.68086499232663,86.13191350076734,347.7916642560692,99.76131913500768
2024-06-15 01:33:01,EC2 app web (t2.small),113.64754592918642,88.63524540708136,323.8864783604315,99.78635245407082
2024-06-15 01:34:01,EC2 apache Servers (t2.medium),93.11488820163216,90.68851117983678,314.88273038044167,99.80688511179838
2024-06-15 01:35:01,EC2 app pet (t2.small),117.24918144448107,88.27508185555189,328.88107918816763,99.78275081855553
