Timestamp,CPU Utilization (%),Memory Utilization (%),Network I/O Throughput (Mbps),Disk I/O Throughput (MB/s),Server Configuration
2024-06-14 23:20:01,2.870431022034307,89.59964874723038,19.338938682424004,9.905277653277878,EC2 app pet (t2.small)
2024-06-14 23:21:01,35.79942180964615,71.31925027661048,11.875582725263042,0.0,EC2 WebServers apache (t2.micro)
2024-06-14 23:22:01,47.8678700727978,54.65535294992209,22.883676790717512,8.852152412039839,EC2 apache Servers (t2.medium)
2024-06-14 23:23:01,51.885457639407065,73.34498630502067,1.685807791153259,7.281426151790775,EC2 WebServers apache (t2.micro)
2024-06-14 23:24:01,43.73648279173703,86.15619763770852,19.87366914727496,7.334976872197874,EC2 app web (t2.small)
2024-06-14 23:25:01,30.94650298190603,55.162519691610555,19.07921899778436,6.877034868765827,EC2 app web (t2.small)
2024-06-14 23:26:01,7.323166284322927,51.1129736411587,13.509536326518932,4.6126807333022395,EC2 apache Servers (t2.medium)
2024-06-14 23:27:01,34.578321883424096,94.88337189178849,13.024041012184671,0.0,EC2 WebServers apache (t2.micro)
2024-06-14 23:28:01,34.827116411429856,54.666173982215994,7.43273454199469,9.48777755195476,EC2 apache Servers (t2.medium)
2024-06-14 23:29:01,30.782268411009902,74.33893459225972,27.387596418704355,3.9915345661109276,EC2 WebServers apache (t2.micro)
2024-06-14 23:30:01,16.273093257964273,59.36765803500956,10.52346419882698,1.414330192730457,EC2 app pet (t2.small)
2024-06-14 23:31:01,28.27464239944822,81.46426719785995,20.94872393035713,9.821178154665438,EC2 app web (t2.small)
2024-06-14 23:32:01,5.329486072794598,80.56456370312742,22.03840352646246,6.381123395375789,EC2 apache Servers (t2.medium)
2024-06-14 23:33:01,10.713638075391234,70.77109293450708,18.561099884184305,7.300210712066099,EC2 app pet (t2.small)
2024-06-14 23:34:01,50.90611355739115,68.89330643816733,7.6602342773793595,13.69524165570838,EC2 app pet (t2.small)
2024-06-14 23:35:01,13.762727073427545,65.25817346624704,10.86424126450565,5.95856442007967,EC2 apache Servers (t2.medium)
2024-06-14 23:36:01,3.4125871207129137,67.10442386455315,14.962248403102707,15.0,EC2 apache Servers (t2.medium)
2024-06-14 23:37:01,37.694568358939414,31.755634895854683,12.190672915323544,7.838808337896572,EC2 app pet (t2.small)
2024-06-14 23:38:01,50.77760606937511,91.08065072609804,17.288283986384506,8.241097357983096,EC2 WebServers apache (t2.micro)
2024-06-14 23:39:01,20.107815664771138,98.13421427093127,22.411988833136082,4.727676212864994,EC2 app pet (t2.small)
2024-06-14 23:40:01,14.112406930054206,83.95457572370141,19.68338850004335,9.700811047210273,EC2 apache Servers (t2.medium)
2024-06-14 23:41:01,12.766093003990532,67.5248821237571,20.367090682609238,6.645931897325575,EC2 app pet (t2.small)
2024-06-14 23:42:01,48.17025515066917,80.47494952278964,12.334129504194358,8.517806628591801,EC2 WebServers apache (t2.micro)
2024-06-14 23:43:01,28.93417535143229,75.52533812664808,26.948843993467623,5.276499859253262,EC2 app web (t2.small)
2024-06-14 23:44:01,39.27207406975121,75.7833087456195,16.188236064000748,9.195410052282217,EC2 app web (t2.small)
2024-06-14 23:45:01,7.842585246826964,98.66392277803898,13.146278105939823,7.335533899765042,EC2 app pet (t2.small)
2024-06-14 23:46:01,42.86318821549398,48.39779693845087,13.768630226785493,15.0,EC2 WebServers apache (t2.micro)
2024-06-14 23:47:01,23.721526869990537,68.96095386531427,14.375081397917425,3.229441679616162,EC2 app web (t2.small)
2024-06-14 23:48:01,6.68861023865183,83.99759030849374,7.700212673472022,4.634662260618839,EC2 app pet (t2.small)
2024-06-14 23:49:01,32.34712739008717,100.0,11.138494795044167,15.0,EC2 app pet (t2.small)
2024-06-14 23:50:01,41.668338443081815,65.02268471382632,13.27140598369094,5.842924457419581,EC2 WebServers apache (t2.micro)
2024-06-14 23:51:01,38.317373544140224,52.05546923400118,23.2357166418961,9.769439123966384,EC2 apache Servers (t2.medium)
2024-06-14 23:52:01,13.92476879417118,48.98114012020738,20.397622706434234,7.195658119332867,EC2 app pet (t2.small)
2024-06-14 23:53:01,35.060243184536205,95.25093089628002,13.716769218842575,12.645717331579215,EC2 apache Servers (t2.medium)
2024-06-14 23:54:01,37.38451188781383,50.850255214296055,11.658031689098241,11.844942716668118,EC2 apache Servers (t2.medium)
2024-06-14 23:55:01,53.50523775174223,67.85633778981592,9.90799947527443,9.088260302073344,EC2 app web (t2.small)
2024-06-14 23:56:01,19.48951444015573,74.62324235711596,20.599899993036665,8.632877410672638,EC2 apache Servers (t2.medium)
2024-06-14 23:57:01,32.8373219735889,84.49665524269409,0.0,10.457731700434097,EC2 WebServers apache (t2.micro)
2024-06-14 23:58:01,27.765978533754883,52.3953678803431,22.529760315826614,11.332744578678298,EC2 app web (t2.small)
2024-06-14 23:59:01,26.829986684055854,96.87333739468195,7.061471185201445,9.430429599493749,EC2 app web (t2.small)
2024-06-15 00:00:01,0.0,70.21594469844875,16.296149530387822,5.400232937782512,EC2 app web (t2.small)
2024-06-15 00:01:01,44.07571230115248,68.42362170933599,15.173717134709253,9.116863002871732,EC2 app pet (t2.small)
2024-06-15 00:02:01,13.233913262158744,71.56902230491647,14.69815588100911,14.345057734415832,EC2 app pet (t2.small)
2024-06-15 00:03:01,0.0,49.10858344783156,7.835102237735644,6.152845141852435,EC2 apache Servers (t2.medium)
2024-06-15 00:04:01,28.99790678937589,55.66894312852986,16.039509874532346,11.31168091086061,EC2 app web (t2.small)
2024-06-15 00:05:01,22.82273972745681,80.71521240668683,21.84965526319293,0.9759589634610242,EC2 app web (t2.small)
2024-06-15 00:06:01,18.765318387350327,61.16832918936069,11.867744476059466,3.395995624041382,EC2 WebServers apache (t2.micro)
2024-06-15 00:07:01,19.63234052897618,73.17765966039835,22.316313318352407,8.235662945728732,EC2 apache Servers (t2.medium)
2024-06-15 00:08:01,40.274165598206636,84.16482213075687,11.98419324567651,9.847525269799023,EC2 WebServers apache (t2.micro)
2024-06-15 00:09:01,3.245593945513864,80.0460872486785,26.579443651613992,3.5161790500545154,EC2 apache Servers (t2.medium)
2024-06-15 00:10:01,15.452580563366173,77.78094188817957,11.143985513651415,15.0,EC2 apache Servers (t2.medium)
2024-06-15 00:11:01,6.754672250043704,73.38140587498239,6.277817458107181,11.586442201456045,EC2 app pet (t2.small)
2024-06-15 00:12:01,18.952150931567544,63.523554805535156,20.881143799238515,6.988389266415576,EC2 app pet (t2.small)
2024-06-15 00:13:01,29.044679120827197,67.40322342530362,0.0,1.5475862968270206,EC2 WebServers apache (t2.micro)
2024-06-15 00:14:01,40.9891976189968,96.26163743325894,19.85599391160158,11.19426759472869,EC2 apache Servers (t2.medium)
2024-06-15 00:15:01,39.35826050511332,83.37963316488677,21.405590703439312,9.795791747115437,EC2 app web (t2.small)
2024-06-15 00:16:01,29.416744297234047,62.35824154462843,13.574700166233171,5.5300171077661595,EC2 app pet (t2.small)
2024-06-15 00:17:01,0.0,97.81215499713942,30.0,7.359744651906133,EC2 app web (t2.small)
2024-06-15 00:18:01,20.699483813088076,58.0477315687943,20.887541058807383,7.627634771732094,EC2 WebServers apache (t2.micro)
2024-06-15 00:19:01,10.610627059322725,73.75298242702269,24.96495431832401,6.186692077990583,EC2 app pet (t2.small)
2024-06-15 00:20:01,38.552382080631354,73.45419250238068,0.0,10.351987390656047,EC2 app pet (t2.small)
2024-06-15 00:21:01,25.13798572544753,50.4664000306363,0.0,14.182799324304078,EC2 apache Servers (t2.medium)
2024-06-15 00:22:01,45.12135544351805,57.50615441816606,2.7007018234532456,5.804226614562383,EC2 WebServers apache (t2.micro)
2024-06-15 00:23:01,12.32984960438933,73.76367258858558,22.64066361026031,7.451207463083495,EC2 apache Servers (t2.medium)
2024-06-15 00:24:01,66.53246361286345,37.61159546274552,15.22713741299584,2.908889168652194,EC2 app pet (t2.small)
2024-06-15 00:25:01,30.55336549865427,100.0,19.72238247340605,7.054958154369213,EC2 WebServers apache (t2.micro)
2024-06-15 00:26:01,32.29332318562119,100.0,5.543441792439539,7.4658766487658985,EC2 app pet (t2.small)
2024-06-15 00:27:01,28.40571638530229,57.035468020046046,12.040084838336863,6.020864220714978,EC2 WebServers apache (t2.micro)
2024-06-15 00:28:01,30.464500060671018,78.26082419873707,13.908584551078558,10.52621396506274,EC2 app pet (t2.small)
2024-06-15 00:29:01,28.397398567569184,100.0,0.0,0.0,EC2 app web (t2.small)
2024-06-15 00:30:01,19.75960616499857,67.42457083011551,11.675387660159739,5.815653544105544,EC2 app web (t2.small)
2024-06-15 00:31:01,34.18999715511194,75.08934820421959,20.021672952000657,10.94735342021194,EC2 apache Servers (t2.medium)
2024-06-15 00:32:01,31.972024114595726,84.85136222166048,7.1633705203461515,9.234905964118115,EC2 app web (t2.small)
2024-06-15 00:33:01,11.023092654078496,79.93533013870558,21.87683498916733,5.241709975302151,EC2 app pet (t2.small)
2024-06-15 00:34:01,11.91172978528746,79.55043308114666,14.943877713146746,8.513211090311447,EC2 app pet (t2.small)
2024-06-15 00:35:01,22.817655226238365,96.47315371397109,10.532179583530858,6.725540006138681,EC2 app web (t2.small)
2024-06-15 00:36:01,13.916079407061474,62.84999822666983,7.078634593190217,12.384381819463993,EC2 apache Servers (t2.medium)
2024-06-15 00:37:01,14.72603471959593,92.04236908593748,9.133123127750963,6.655873846241746,EC2 app web (t2.small)
2024-06-15 00:38:01,25.03262653038187,79.7120906348695,14.074811882608275,10.301716158346235,EC2 WebServers apache (t2.micro)
2024-06-15 00:39:01,6.031036138336589,45.890143532738556,21.987077761368084,3.6049760951752345,EC2 WebServers apache (t2.micro)
2024-06-15 00:40:01,6.173941565520888,84.02653159204193,9.561319701865456,10.978501613422036,EC2 WebServers apache (t2.micro)
2024-06-15 00:41:01,37.60677217399547,81.00664740396401,14.016909271872324,4.6742435150284205,EC2 app web (t2.small)
2024-06-15 00:42:01,19.623941554166834,88.33030623002489,22.243049464391255,5.796453756629734,EC2 app web (t2.small)
2024-06-15 00:43:01,29.775334398725988,83.99825198951164,22.227961529282886,8.091164088103362,EC2 app web (t2.small)
2024-06-15 00:44:01,30.48214786665193,81.3678957718179,19.045864721777704,8.306250083249624,EC2 WebServers apache (t2.micro)
2024-06-15 00:45:01,56.321502898088674,65.16532840814551,20.5763082556461,6.299345589466768,EC2 apache Servers (t2.medium)
2024-06-15 00:46:01,4.529896740335186,67.00043244146994,6.672132359455619,8.392808881542347,EC2 app pet (t2.small)
2024-06-15 00:47:01,39.042963293308986,81.76244202900739,14.97717895552155,6.192183533768442,EC2 app web (t2.small)
2024-06-15 00:48:01,34.07426699395825,85.46595454019786,10.84647817472906,14.083613275493668,EC2 apache Servers (t2.medium)
2024-06-15 00:49:01,21.820324200998172,69.65698967090582,8.228324194424687,6.853284849275498,EC2 app pet (t2.small)
2024-06-15 00:50:01,23.935234783346857,77.0432986249966,13.614602919583142,4.692416147162069,EC2 app pet (t2.small)
2024-06-15 00:51:01,19.59948590621756,71.14984577881614,1.945496388497137,12.956402697590711,EC2 app pet (t2.small)
2024-06-15 00:52:01,17.697571714624534,100.0,8.262943557572411,8.186626850927018,EC2 apache Servers (t2.medium)
2024-06-15 00:53:01,17.784588471668933,100.0,23.09989291453557,3.9643702074286096,EC2 apache Servers (t2.medium)
2024-06-15 00:54:01,50.774989224779894,48.969447130266886,20.411366606338966,8.430337894584362,EC2 WebServers apache (t2.micro)
2024-06-15 00:55:01,0.0,64.23310248454601,5.632322747454664,6.901262115725194,EC2 apache Servers (t2.medium)
2024-06-15 00:56:01,27.47077579472818,57.71946340799505,26.029280991894773,15.0,EC2 apache Servers (t2.medium)
2024-06-15 00:57:01,22.13155700996263,93.57979160824597,30.0,12.088045620543642,EC2 apache Servers (t2.medium)
2024-06-15 00:58:01,11.053818195826434,62.15924219546839,27.929134067207585,5.225082874471887,EC2 app pet (t2.small)
2024-06-15 00:59:01,25.44697264788321,73.76033287184957,18.66614393483787,10.297995297767248,EC2 app web (t2.small)
2024-06-15 01:00:01,36.974669200922705,60.748106608894304,13.180498394062031,10.341374937051011,EC2 WebServers apache (t2.micro)
2024-06-15 01:01:01,34.496375616258476,92.4089340217609,29.070137980186495,11.653150680474957,EC2 app web (t2.small)
2024-06-15 01:02:01,32.900813584357444,85.15182341225378,1.406712374795461,8.76501237614534,EC2 app web (t2.small)
2024-06-15 01:03:01,15.423024643020488,90.67495356786091,0.0,15.0,EC2 apache Servers (t2.medium)
2024-06-15 01:04:01,15.852066792378949,63.434894809150855,8.829588026269342,14.546597464040172,EC2 WebServers apache (t2.micro)
2024-06-15 01:05:01,25.32758454607813,55.64182746886287,4.1356340555539735,1.7611472682710883,EC2 app web (t2.small)
2024-06-15 01:06:01,62.270445439188656,74.05721481270453,17.219478506040282,10.03099582233277,EC2 app web (t2.small)
2024-06-15 01:07:01,12.321054947919352,94.50967420499668,0.6299516775529561,2.6773585916513083,EC2 WebServers apache (t2.micro)
2024-06-15 01:08:01,41.211049436816594,51.37783489890882,10.388310342715517,8.414352757152002,EC2 apache Servers (t2.medium)
2024-06-15 01:09:01,44.724513748765965,46.16731858978952,25.212525362860397,10.51311158037322,EC2 app web (t2.small)
2024-06-15 01:10:01,34.89008596175113,86.28228584175959,19.28409447746156,2.6385211323444437,EC2 app pet (t2.small)
2024-06-15 01:11:01,14.35279589867271,65.45017597625514,22.99967044632557,9.999297369824102,EC2 app web (t2.small)
2024-06-15 01:12:01,40.6205945471324,72.98065973504966,15.241252610666363,3.272714349289843,EC2 app pet (t2.small)
2024-06-15 01:13:01,46.174782419225245,76.70516815058845,0.0,8.65673157198759,EC2 apache Servers (t2.medium)
2024-06-15 01:14:01,29.21968581586994,62.796855895511655,15.087733763822404,7.2324936669043876,EC2 app web (t2.small)
2024-06-15 01:15:01,11.076735038909408,76.30337399851831,19.117382069914342,5.456486964032924,EC2 WebServers apache (t2.micro)
2024-06-15 01:16:01,57.95338517374645,88.22558483321089,28.838336944574387,11.690939296933907,EC2 WebServers apache (t2.micro)
2024-06-15 01:17:01,15.35991602008788,98.86785867264712,10.47331339216439,8.963199432483409,EC2 app web (t2.small)
2024-06-15 01:18:01,0.0,100.0,16.560322816450974,3.6202544407600943,EC2 apache Servers (t2.medium)
2024-06-15 01:19:01,36.911486735608406,50.09411084452873,19.98448859318149,2.106988236867891,EC2 apache Servers (t2.medium)
2024-06-15 01:20:01,45.53260824196781,74.52281087437655,0.05170392385704048,12.123779994902305,EC2 WebServers apache (t2.micro)
2024-06-15 01:21:01,7.085324638587579,62.243380266225024,13.174034389407385,5.131550055403816,EC2 app web (t2.small)
2024-06-15 01:22:01,6.192366651552355,90.35351139039862,24.173036707872136,6.436989170406907,EC2 apache Servers (t2.medium)
2024-06-15 01:23:01,51.39400928120519,73.63586835204539,6.981834642642746,15.0,EC2 WebServers apache (t2.micro)
2024-06-15 01:24:01,30.625273980761325,50.24995338891176,19.285017861659046,6.196856877480163,EC2 app pet (t2.small)
2024-06-15 01:25:01,42.081426009603476,72.77080153331984,13.924349903695504,4.189177460366719,EC2 app web (t2.small)
2024-06-15 01:26:01,24.324309980629543,78.04316489199331,16.573915171971645,3.9043089083084066,EC2 app pet (t2.small)
2024-06-15 01:27:01,21.196485147609387,60.31488881308115,9.393531934993458,4.652713338547457,EC2 app pet (t2.small)
2024-06-15 01:28:01,15.570670123292448,69.05095324907575,29.1498641579065,9.645906691260596,EC2 apache Servers (t2.medium)
2024-06-15 01:29:01,24.177074635313375,60.0652689087196,20.280092153507933,0.4446595161440632,EC2 apache Servers (t2.medium)
2024-06-15 01:30:01,39.16203516929018,51.44604588256592,11.252458865116868,4.74283819489337,EC2 apache Servers (t2.medium)
2024-06-15 01:31:01,41.83859425740368,95.84820755013145,15.687289541028354,1.8023166690545578,EC2 app web (t2.small)
2024-06-15 01:32:01,30.90844984951611,64.49366794089642,21.68199956580162,6.047065987071888,EC2 app pet (t2.small)
2024-06-15 01:33:01,24.860456075415417,92.62459730577899,7.622493485024667,3.090297448964547,EC2 app web (t2.small)
2024-06-15 01:34:01,2.9351796180330894,69.04662642648712,30.0,3.860607876161202,EC2 apache Servers (t2.medium)
2024-06-15 01:35:01,23.73283912192908,83.69678908612718,11.502848513088862,5.34041794396302,EC2 app pet (t2.small)
2024-06-15 01:36:01,27.382242384170187,76.98488751609311,4.490419123505372,9.50808912994969,EC2 app web (t2.small)
2024-06-15 01:37:01,28.422014320052998,81.7964386363031,19.030288780509956,5.548012865826395,EC2 app web (t2.small)
2024-06-15 01:38:01,28.297148949957055,83.22435661111027,12.902560739908488,15.0,EC2 WebServers apache (t2.micro)
2024-06-15 01:39:01,22.864247910131297,89.00440480234238,4.458927258430641,6.464724365490635,EC2 app web (t2.small)
2024-06-15 01:40:01,56.14828336076921,53.51559713936053,30.0,5.463659884249325,EC2 apache Servers (t2.medium)
2024-06-15 01:41:01,4.4064635038151,61.21599076222711,11.102399635151219,8.040751677264751,EC2 app web (t2.small)
2024-06-15 01:42:01,47.44518119448169,100.0,13.835147945993505,9.9022311508214,EC2 app pet (t2.small)
2024-06-15 01:43:01,23.90054422348022,44.90865743477122,10.401194740242872,7.351751321478329,EC2 app web (t2.small)
2024-06-15 01:44:01,0.0,64.93774958072075,12.598161386178177,10.055759535907725,EC2 WebServers apache (t2.micro)
2024-06-15 01:45:01,40.79896879182712,74.7450927492744,7.122527949347896,4.478474039366309,EC2 app pet (t2.small)
2024-06-15 01:46:01,31.618495356951847,79.0995581020609,10.649350685359046,9.304687910755778,EC2 app pet (t2.small)
2024-06-15 01:47:01,23.711666386112437,92.16398455602467,17.348693387050634,3.1492669513036233,EC2 WebServers apache (t2.micro)
2024-06-15 01:48:01,24.934178027204904,65.21355351485354,7.351419167958156,4.791951119520997,EC2 apache Servers (t2.medium)
2024-06-15 01:49:01,1.4874507064273494,75.6986656877746,11.410812373617969,15.0,EC2 app pet (t2.small)
2024-06-15 01:50:01,48.62865176188602,72.96074592168195,30.0,12.765628372309468,EC2 apache Servers (t2.medium)
2024-06-15 01:51:01,21.14055004624464,83.49311855366783,12.154302049007502,3.1702161806536457,EC2 app pet (t2.small)
2024-06-15 01:52:01,3.7456827049830643,100.0,14.940650680108886,10.42286293285388,EC2 app pet (t2.small)
2024-06-15 01:53:01,19.12382153130669,78.74102906552173,21.78287174371368,9.447022757615336,EC2 apache Servers (t2.medium)
2024-06-15 01:54:01,0.0,89.75051694681419,0.9333292949277272,6.839098789048187,EC2 app pet (t2.small)
2024-06-15 01:55:01,36.14777098130256,61.73508731495638,13.930964512243186,12.713839727672816,EC2 apache Servers (t2.medium)
2024-06-15 01:56:01,20.748788042194263,38.757534912733185,14.520999913601834,7.291057755086943,EC2 WebServers apache (t2.micro)
2024-06-15 01:57:01,55.87839850859059,73.6551591827194,7.427022680953054,8.085235450188549,EC2 apache Servers (t2.medium)
2024-06-15 01:58:01,53.71434964927307,66.80652363661228,17.75435939238399,14.378219359228613,EC2 WebServers apache (t2.micro)
2024-06-15 01:59:01,47.490918851276916,82.35126513812432,17.022261837132042,5.941765793916446,EC2 app pet (t2.small)
2024-06-15 02:00:01,49.65153822812121,37.64319457692146,15.49102633004982,11.38911047157199,EC2 apache Servers (t2.medium)
2024-06-15 02:01:01,0.0,90.31725733441614,17.1598153313272,3.2447878725454204,EC2 app pet (t2.small)
2024-06-15 02:02:01,3.494994981724993,100.0,15.665747594671524,7.17165212268273,EC2 apache Servers (t2.medium)
2024-06-15 02:03:01,26.162361563849498,77.72669356666333,19.599280087923095,5.199593237651952,EC2 WebServers apache (t2.micro)
2024-06-15 02:04:01,33.2832887033467,77.75503740118789,21.010812933820638,7.706446885766289,EC2 WebServers apache (t2.micro)
2024-06-15 02:05:01,8.937013813404786,57.979470906341106,30.0,11.885769376485971,EC2 apache Servers (t2.medium)
2024-06-15 02:06:01,42.03216363848243,100.0,18.762128901932073,4.78276559338016,EC2 WebServers apache (t2.micro)
2024-06-15 02:07:01,48.05948634004007,60.851350485744454,24.342310895577903,14.605203710392463,EC2 app pet (t2.small)
2024-06-15 02:08:01,1.7622147605773222,77.00070892886774,7.979453192702682,4.003547913192034,EC2 app pet (t2.small)
2024-06-15 02:09:01,24.244675292756774,62.75430368557802,25.057345831919594,10.626295910779692,EC2 app web (t2.small)
2024-06-15 02:10:01,32.96040508076695,74.10847591015462,8.45971690623474,10.027579722615998,EC2 WebServers apache (t2.micro)
2024-06-15 02:11:01,14.268752564265593,59.732020714983435,23.65346598718946,10.599420334082977,EC2 app pet (t2.small)
2024-06-15 02:12:01,24.90576313560089,84.66277812706122,11.770610169512619,2.5561899068970684,EC2 apache Servers (t2.medium)
2024-06-15 02:13:01,20.66865194673414,88.20369928938044,19.93554840194127,11.673269831835473,EC2 WebServers apache (t2.micro)
2024-06-15 02:14:01,50.072580496401926,75.17264708160984,28.500286014286253,9.068163985505407,EC2 app pet (t2.small)
2024-06-15 02:15:01,14.481568037493158,42.22369706755417,30.0,15.0,EC2 WebServers apache (t2.micro)
2024-06-15 02:16:01,25.52312758040175,77.65426481801673,19.58594664868443,9.184264912961119,EC2 apache Servers (t2.medium)
2024-06-15 02:17:01,12.251119395817636,64.95397903464017,13.225888337513618,9.186851096917223,EC2 app pet (t2.small)
2024-06-15 02:18:01,29.733827256655527,69.50093972906039,11.265199021120242,1.0152587677192573,EC2 app web (t2.small)
2024-06-15 02:19:01,27.94261923280317,49.83284565693617,12.126585663691467,7.985295436210349,EC2 app web (t2.small)
2024-06-15 02:20:01,21.360535697002888,71.35907912342691,18.992443955662324,4.553495835720753,EC2 WebServers apache (t2.micro)
2024-06-15 02:21:01,36.80874128476065,84.48417414824382,10.960395601410529,0.4771224773994174,EC2 apache Servers (t2.medium)
2024-06-15 02:22:01,11.372833260569589,84.70191926328442,12.924385526189546,12.128259445104494,EC2 app pet (t2.small)
2024-06-15 02:23:01,0.0,88.13249469285357,30.0,1.664442529776041,EC2 apache Servers (t2.medium)
2024-06-15 02:24:01,30.9732391881189,65.4614220218162,9.529755723527106,5.349318343289227,EC2 app pet (t2.small)
2024-06-15 02:25:01,34.01593612852533,82.28412584664925,19.90145181595104,1.2787321915710628,EC2 WebServers apache (t2.micro)
2024-06-15 02:26:01,51.25797031560862,71.98056883214325,23.40114490412855,11.337508135786123,EC2 app pet (t2.small)
2024-06-15 02:27:01,0.3931191294503442,40.51024218880276,8.966696926435644,10.566897739119268,EC2 apache Servers (t2.medium)
2024-06-15 02:28:01,24.342479019315235,56.66259201613265,19.003090305102255,8.706654113560544,EC2 apache Servers (t2.medium)
2024-06-15 02:29:01,5.581026802795833,100.0,5.577753763734,4.874386801699414,EC2 WebServers apache (t2.micro)
2024-06-15 02:30:01,3.7870523524707096,59.66415512813247,19.942024123720678,15.0,EC2 apache Servers (t2.medium)
2024-06-15 02:31:01,27.375329366130813,88.61381257620477,9.80718654434557,11.840928769686645,EC2 app pet (t2.small)
2024-06-15 02:32:01,40.86838596420331,94.78978152941245,21.69792161082094,5.517865011273445,EC2 WebServers apache (t2.micro)
2024-06-15 02:33:01,18.625589656170625,68.10410591769184,12.42085718665522,2.781821409883438,EC2 app pet (t2.small)
2024-06-15 02:34:01,15.121322639670492,74.84018093180386,9.927565996686528,12.945505040056533,EC2 apache Servers (t2.medium)
2024-06-15 02:35:01,12.963504594927404,81.69471462800658,15.001076154614656,0.964077298129693,EC2 WebServers apache (t2.micro)
2024-06-15 02:36:01,19.657020060922633,78.3118225318598,11.992822186927427,2.7299874176715795,EC2 app pet (t2.small)
2024-06-15 02:37:01,21.773173114732387,51.07558449454266,14.225628123285817,11.572407427988441,EC2 apache Servers (t2.medium)
2024-06-15 02:38:01,25.425722360834694,74.54628687109874,6.211313732082717,6.279807348267253,EC2 apache Servers (t2.medium)
2024-06-15 02:39:01,31.126166813873787,78.92171615038322,18.49683735572663,6.129886919077608,EC2 app web (t2.small)
2024-06-15 02:40:01,30.280842423984936,81.28337195113195,3.589629152688424,4.557576408639317,EC2 apache Servers (t2.medium)
2024-06-15 02:41:01,33.344980176165365,75.57492635115915,1.9886182532530405,9.343644590423466,EC2 app pet (t2.small)
2024-06-15 02:42:01,36.441245746135195,100.0,13.44957497182085,10.735220050005449,EC2 WebServers apache (t2.micro)
2024-06-15 02:43:01,11.803794243747618,66.83538778320003,19.16363874253542,14.048838514152997,EC2 app web (t2.small)
2024-06-15 02:44:01,11.338440372079331,100.0,20.087855683364367,12.945075355584478,EC2 apache Servers (t2.medium)
2024-06-15 02:45:01,19.337765844607702,99.72306550787935,19.11570998547508,5.826029876592344,EC2 apache Servers (t2.medium)
2024-06-15 02:46:01,49.121038841394466,62.552214296851105,22.824986674607523,4.056036706201482,EC2 apache Servers (t2.medium)
2024-06-15 02:47:01,23.320001750180804,72.21627937458462,0.6191415364716732,4.719825633796348,EC2 app pet (t2.small)
2024-06-15 02:48:01,20.51597309219458,89.37490550802573,15.726631978796838,10.336209159113038,EC2 app web (t2.small)
2024-06-15 02:49:01,30.714803865811756,55.856466458019526,12.57055327954527,10.559855896637119,EC2 app pet (t2.small)
2024-06-15 02:50:01,0.0,58.39525049543913,19.353101377695573,6.547697890605608,EC2 app web (t2.small)
2024-06-15 02:51:01,38.533800637352684,69.92599353034907,20.351682791077568,12.416111211233524,EC2 WebServers apache (t2.micro)
2024-06-15 02:52:01,21.348095089420795,97.87598123806308,22.865996760031734,8.764427061044337,EC2 app pet (t2.small)
2024-06-15 02:53:01,22.501921567071015,61.45068267716823,11.91736272023932,2.175992827453995,EC2 app pet (t2.small)
2024-06-15 02:54:01,0.0,80.8677344063448,19.997461442574405,6.484361019695968,EC2 WebServers apache (t2.micro)
2024-06-15 02:55:01,19.541945926960416,75.8813015412292,9.350813367561273,15.0,EC2 app web (t2.small)
2024-06-15 02:56:01,37.67698620431275,77.4640299210282,26.649002626842154,3.7587365664362418,EC2 apache Servers (t2.medium)
2024-06-15 02:57:01,3.336315118434115,59.34196404946472,18.55959097220046,9.507569587443376,EC2 WebServers apache (t2.micro)
2024-06-15 02:58:01,11.009680410423178,65.31268953756963,0.0,7.685480701183241,EC2 apache Servers (t2.medium)
2024-06-15 02:59:01,17.000697902422118,59.63968983929199,8.494646274655775,15.0,EC2 apache Servers (t2.medium)
2024-06-15 03:00:01,25.83019141295444,85.31406527235161,10.082202232556174,12.524306841755642,EC2 WebServers apache (t2.micro)
2024-06-15 03:01:01,12.741107259321055,81.87078236616838,5.753348520041847,13.418288257156183,EC2 app web (t2.small)
